"Statistic","Date","County","UNIT","VALUE"
"Staying Local Indicator","2020 January 18","Offaly","%","46.6"
"Staying Local Indicator","2020 January 18","Westmeath","%","54.6"
"Staying Local Indicator","2020 January 18","Mayo","%","45.8"
"Staying Local Indicator","2020 January 18","Roscommon","%","45.9"
"Staying Local Indicator","2020 January 18","Dublin","%","71"
"Staying Local Indicator","2020 January 18","Kildare","%","49.2"
"Staying Local Indicator","2020 January 18","Meath","%","49.9"
"Staying Local Indicator","2020 January 18","Wicklow","%","49.9"
"Staying Local Indicator","2020 January 18","Clare","%","48.9"
"Staying Local Indicator","2020 January 18","Carlow","%","44.5"
"Staying Local Indicator","2020 January 18","Kilkenny","%","51"
"Staying Local Indicator","2020 January 18","Tipperary","%","47.4"
"Staying Local Indicator","2020 January 18","Wexford","%","49.7"
"Staying Local Indicator","2020 January 18","Kerry","%","52.3"
"Staying Local Indicator","2020 January 18","Cork","%","55.8"
"Staying Local Indicator","2020 January 18","Galway","%","51.6"
"Staying Local Indicator","2020 January 18","Limerick","%","56.7"
"Staying Local Indicator","2020 January 18","Waterford","%","58.9"
"Staying Local Indicator","2020 January 19","State","%","57"
"Staying Local Indicator","2020 January 19","Cavan","%","47.9"
"Staying Local Indicator","2020 January 19","Donegal","%","46.9"
"Staying Local Indicator","2020 January 19","Leitrim","%","45.2"
"Staying Local Indicator","2020 January 19","Louth","%","59.8"
"Staying Local Indicator","2020 January 19","Monaghan","%","49.3"
"Staying Local Indicator","2020 January 19","Sligo","%","48.6"
"Staying Local Indicator","2020 January 19","Laois","%","47.6"
"Staying Local Indicator","2020 January 19","Longford","%","48.7"
"Staying Local Indicator","2020 January 19","Offaly","%","46.7"
"Staying Local Indicator","2020 January 19","Westmeath","%","54.7"
"Staying Local Indicator","2020 January 19","Mayo","%","46"
"Staying Local Indicator","2020 January 19","Roscommon","%","46.1"
"Staying Local Indicator","2020 January 19","Dublin","%","71"
"Staying Local Indicator","2020 January 19","Kildare","%","49.3"
"Staying Local Indicator","2020 January 19","Meath","%","50"
"Staying Local Indicator","2020 January 19","Wicklow","%","50"
"Staying Local Indicator","2020 January 19","Clare","%","49"
"Staying Local Indicator","2020 January 19","Carlow","%","44.6"
"Staying Local Indicator","2020 January 19","Kilkenny","%","51.2"
"Staying Local Indicator","2020 January 19","Tipperary","%","47.5"
"Staying Local Indicator","2020 January 19","Wexford","%","49.6"
"Staying Local Indicator","2020 January 19","Kerry","%","52.3"
"Staying Local Indicator","2020 January 19","Cork","%","56"
"Staying Local Indicator","2020 January 19","Galway","%","52"
"Staying Local Indicator","2020 January 19","Limerick","%","56.9"
"Staying Local Indicator","2020 January 19","Waterford","%","59"
"Staying Local Indicator","2020 January 20","State","%","56.8"
"Staying Local Indicator","2020 January 20","Cavan","%","47.7"
"Staying Local Indicator","2020 January 20","Donegal","%","46.3"
"Staying Local Indicator","2020 January 20","Leitrim","%","45.3"
"Staying Local Indicator","2020 January 20","Louth","%","59.8"
"Staying Local Indicator","2020 January 20","Monaghan","%","49.4"
"Staying Local Indicator","2020 January 20","Sligo","%","48.6"
"Staying Local Indicator","2020 January 20","Laois","%","47.4"
"Staying Local Indicator","2020 January 20","Longford","%","48.3"
"Staying Local Indicator","2020 January 20","Offaly","%","46.5"
"Staying Local Indicator","2020 January 20","Westmeath","%","54.2"
"Staying Local Indicator","2020 January 20","Mayo","%","45.5"
"Staying Local Indicator","2020 January 20","Roscommon","%","45.7"
"Staying Local Indicator","2020 January 20","Dublin","%","70.9"
"Staying Local Indicator","2020 January 20","Kildare","%","49.1"
"Staying Local Indicator","2020 January 20","Meath","%","49.7"
"Staying Local Indicator","2020 January 20","Wicklow","%","49.5"
"Staying Local Indicator","2020 January 20","Clare","%","48.7"
"Staying Local Indicator","2020 January 20","Carlow","%","44.3"
"Staying Local Indicator","2020 January 20","Kilkenny","%","51"
"Staying Local Indicator","2020 January 20","Tipperary","%","47.1"
"Staying Local Indicator","2020 January 20","Wexford","%","49.3"
"Staying Local Indicator","2020 January 20","Kerry","%","52"
"Staying Local Indicator","2020 January 20","Cork","%","55.7"
"Staying Local Indicator","2020 January 20","Galway","%","51.7"
"Staying Local Indicator","2020 January 20","Limerick","%","56.7"
"Staying Local Indicator","2020 January 20","Waterford","%","58.8"
"Staying Local Indicator","2020 January 21","State","%","56.8"
"Staying Local Indicator","2020 January 21","Cavan","%","47.7"
"Staying Local Indicator","2020 January 21","Donegal","%","46.3"
"Staying Local Indicator","2020 January 21","Leitrim","%","45.3"
"Staying Local Indicator","2020 January 21","Louth","%","59.8"
"Staying Local Indicator","2020 January 21","Monaghan","%","49.3"
"Staying Local Indicator","2020 January 21","Sligo","%","48.6"
"Staying Local Indicator","2020 January 21","Laois","%","47.4"
"Staying Local Indicator","2020 January 21","Longford","%","48.1"
"Staying Local Indicator","2020 January 21","Offaly","%","46.4"
"Staying Local Indicator","2020 January 21","Westmeath","%","54.2"
"Staying Local Indicator","2020 January 21","Mayo","%","45.5"
"Staying Local Indicator","2020 January 21","Roscommon","%","45.6"
"Staying Local Indicator","2020 January 21","Dublin","%","70.9"
"Staying Local Indicator","2020 January 21","Kildare","%","49.1"
"Staying Local Indicator","2020 January 21","Meath","%","49.7"
"Staying Local Indicator","2020 January 21","Wicklow","%","49.5"
"Staying Local Indicator","2020 January 21","Clare","%","48.8"
"Staying Local Indicator","2020 January 21","Carlow","%","44.3"
"Staying Local Indicator","2020 January 21","Kilkenny","%","50.8"
"Staying Local Indicator","2020 January 21","Tipperary","%","47.1"
"Staying Local Indicator","2020 January 21","Wexford","%","49.2"
"Staying Local Indicator","2020 January 21","Kerry","%","52"
"Staying Local Indicator","2020 January 21","Cork","%","55.6"
"Staying Local Indicator","2020 January 21","Galway","%","51.9"
"Staying Local Indicator","2020 January 21","Limerick","%","56.7"
"Staying Local Indicator","2020 January 21","Waterford","%","58.7"
"Staying Local Indicator","2020 January 22","State","%","56.8"
"Staying Local Indicator","2020 January 22","Cavan","%","47.7"
"Staying Local Indicator","2020 January 22","Donegal","%","46.3"
"Staying Local Indicator","2020 January 22","Leitrim","%","45.2"
"Staying Local Indicator","2020 January 22","Louth","%","59.7"
"Staying Local Indicator","2020 January 22","Monaghan","%","49.2"
"Staying Local Indicator","2020 January 22","Sligo","%","48.6"
"Staying Local Indicator","2020 January 22","Laois","%","47.5"
"Staying Local Indicator","2020 January 22","Longford","%","48.1"
"Staying Local Indicator","2020 January 22","Offaly","%","46.4"
"Staying Local Indicator","2020 January 22","Westmeath","%","54.2"
"Staying Local Indicator","2020 January 22","Mayo","%","45.4"
"Staying Local Indicator","2020 January 22","Roscommon","%","45.5"
"Staying Local Indicator","2020 January 22","Dublin","%","71"
"Staying Local Indicator","2020 January 22","Kildare","%","49.1"
"Staying Local Indicator","2020 January 22","Meath","%","49.7"
"Staying Local Indicator","2020 January 22","Wicklow","%","49.5"
"Staying Local Indicator","2020 January 22","Clare","%","48.8"
"Staying Local Indicator","2020 January 22","Carlow","%","44.4"
"Staying Local Indicator","2020 January 22","Kilkenny","%","50.8"
"Staying Local Indicator","2020 January 22","Tipperary","%","47.1"
"Staying Local Indicator","2020 January 22","Wexford","%","49.2"
"Staying Local Indicator","2020 January 22","Kerry","%","52"
"Staying Local Indicator","2020 January 22","Cork","%","55.6"
"Staying Local Indicator","2020 January 22","Galway","%","51.9"
"Staying Local Indicator","2020 January 22","Limerick","%","56.9"
"Staying Local Indicator","2020 January 22","Waterford","%","58.7"
"Staying Local Indicator","2020 January 23","State","%","56.7"
"Staying Local Indicator","2020 January 23","Cavan","%","47.6"
"Staying Local Indicator","2020 January 23","Donegal","%","46.1"
"Staying Local Indicator","2020 January 23","Leitrim","%","45"
"Staying Local Indicator","2020 January 23","Louth","%","59.5"
"Staying Local Indicator","2020 January 23","Monaghan","%","49.2"
"Staying Local Indicator","2020 January 23","Sligo","%","48.7"
"Staying Local Indicator","2020 January 23","Laois","%","47.5"
"Staying Local Indicator","2020 January 23","Longford","%","48"
"Staying Local Indicator","2020 January 23","Offaly","%","46.3"
"Staying Local Indicator","2020 January 23","Westmeath","%","54"
"Staying Local Indicator","2020 January 23","Mayo","%","45.3"
"Staying Local Indicator","2020 January 23","Roscommon","%","45.4"
"Staying Local Indicator","2020 January 23","Dublin","%","71"
"Staying Local Indicator","2020 January 23","Kildare","%","48.8"
"Staying Local Indicator","2020 January 23","Meath","%","49.5"
"Staying Local Indicator","2020 January 23","Wicklow","%","49.4"
"Staying Local Indicator","2020 January 23","Clare","%","48.8"
"Staying Local Indicator","2020 January 23","Carlow","%","44.4"
"Staying Local Indicator","2020 January 23","Kilkenny","%","50.7"
"Staying Local Indicator","2020 January 23","Tipperary","%","47.1"
"Staying Local Indicator","2020 January 23","Wexford","%","49"
"Staying Local Indicator","2020 January 23","Kerry","%","52"
"Staying Local Indicator","2020 January 23","Cork","%","55.5"
"Staying Local Indicator","2020 January 23","Galway","%","51.8"
"Staying Local Indicator","2020 January 23","Limerick","%","56.9"
"Staying Local Indicator","2020 January 23","Waterford","%","58.5"
"Staying Local Indicator","2020 January 24","State","%","56.8"
"Staying Local Indicator","2020 January 24","Cavan","%","47.8"
"Staying Local Indicator","2020 January 24","Donegal","%","46.2"
"Staying Local Indicator","2020 January 24","Leitrim","%","45.1"
"Staying Local Indicator","2020 January 24","Louth","%","59.6"
"Staying Local Indicator","2020 January 24","Monaghan","%","49.3"
"Staying Local Indicator","2020 January 24","Sligo","%","48.9"
"Staying Local Indicator","2020 January 24","Laois","%","47.6"
"Staying Local Indicator","2020 January 24","Longford","%","48.2"
"Staying Local Indicator","2020 January 24","Offaly","%","46.5"
"Staying Local Indicator","2020 January 24","Westmeath","%","54.1"
"Staying Local Indicator","2020 January 24","Mayo","%","45.5"
"Staying Local Indicator","2020 January 24","Roscommon","%","45.5"
"Staying Local Indicator","2020 January 24","Dublin","%","71.1"
"Staying Local Indicator","2020 January 24","Kildare","%","48.7"
"Staying Local Indicator","2020 January 24","Meath","%","49.7"
"Staying Local Indicator","2020 January 24","Wicklow","%","49.6"
"Staying Local Indicator","2020 January 24","Clare","%","48.8"
"Staying Local Indicator","2020 January 24","Carlow","%","44.8"
"Staying Local Indicator","2020 January 24","Kilkenny","%","50.9"
"Staying Local Indicator","2020 January 24","Tipperary","%","47.3"
"Staying Local Indicator","2020 January 24","Wexford","%","49.2"
"Staying Local Indicator","2020 January 24","Kerry","%","52.1"
"Staying Local Indicator","2020 January 24","Cork","%","55.7"
"Staying Local Indicator","2020 January 24","Galway","%","52"
"Staying Local Indicator","2020 January 24","Limerick","%","57.1"
"Staying Local Indicator","2020 January 24","Waterford","%","58.7"
"Staying Local Indicator","2020 January 25","State","%","56.8"
"Staying Local Indicator","2020 January 25","Cavan","%","47.6"
"Staying Local Indicator","2020 January 25","Donegal","%","46"
"Staying Local Indicator","2020 January 25","Leitrim","%","44.9"
"Staying Local Indicator","2020 January 25","Louth","%","59.5"
"Staying Local Indicator","2020 January 25","Monaghan","%","49.1"
"Staying Local Indicator","2020 January 25","Sligo","%","48.9"
"Staying Local Indicator","2020 January 25","Laois","%","47.5"
"Staying Local Indicator","2020 January 25","Longford","%","48.4"
"Staying Local Indicator","2020 January 25","Offaly","%","46.6"
"Staying Local Indicator","2020 January 25","Westmeath","%","54.2"
"Staying Local Indicator","2020 January 25","Mayo","%","45.6"
"Staying Local Indicator","2020 January 25","Roscommon","%","45.5"
"Staying Local Indicator","2020 January 25","Dublin","%","71"
"Staying Local Indicator","2020 January 25","Kildare","%","48.5"
"Staying Local Indicator","2020 January 25","Meath","%","49.4"
"Staying Local Indicator","2020 January 25","Wicklow","%","49.5"
"Staying Local Indicator","2020 January 25","Clare","%","48.7"
"Staying Local Indicator","2020 January 25","Carlow","%","44.8"
"Staying Local Indicator","2020 January 25","Kilkenny","%","50.9"
"Staying Local Indicator","2020 January 25","Tipperary","%","47.1"
"Staying Local Indicator","2020 January 25","Wexford","%","49.2"
"Staying Local Indicator","2020 January 25","Kerry","%","52.1"
"Staying Local Indicator","2020 January 25","Cork","%","55.6"
"Staying Local Indicator","2020 January 25","Galway","%","52.1"
"Staying Local Indicator","2020 January 25","Limerick","%","57"
"Staying Local Indicator","2020 January 25","Waterford","%","58.7"
"Staying Local Indicator","2020 January 26","State","%","56.7"
"Staying Local Indicator","2020 January 26","Cavan","%","47.3"
"Staying Local Indicator","2020 January 26","Donegal","%","46"
"Staying Local Indicator","2020 January 26","Leitrim","%","44.8"
"Staying Local Indicator","2020 January 26","Louth","%","59.3"
"Staying Local Indicator","2020 January 26","Monaghan","%","48.9"
"Staying Local Indicator","2020 January 26","Sligo","%","48.8"
"Staying Local Indicator","2020 January 26","Laois","%","47.3"
"Staying Local Indicator","2020 January 26","Longford","%","48.3"
"Staying Local Indicator","2020 January 26","Offaly","%","46.4"
"Staying Local Indicator","2020 January 26","Westmeath","%","54.1"
"Staying Local Indicator","2020 January 26","Mayo","%","45.4"
"Staying Local Indicator","2020 January 26","Roscommon","%","45.2"
"Staying Local Indicator","2020 January 26","Dublin","%","71"
"Staying Local Indicator","2020 January 26","Kildare","%","48.2"
"Staying Local Indicator","2020 January 26","Meath","%","49.2"
"Staying Local Indicator","2020 January 26","Wicklow","%","49.4"
"Staying Local Indicator","2020 January 26","Clare","%","48.5"
"Staying Local Indicator","2020 January 26","Carlow","%","44.8"
"Staying Local Indicator","2020 January 26","Kilkenny","%","50.8"
"Staying Local Indicator","2020 January 26","Tipperary","%","47"
"Staying Local Indicator","2020 January 26","Wexford","%","49.2"
"Staying Local Indicator","2020 January 26","Kerry","%","52.1"
"Staying Local Indicator","2020 January 26","Cork","%","55.5"
"Staying Local Indicator","2020 January 26","Galway","%","52"
